Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,SE:A00002. Population Density (Per Sq. Mile),Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:,Less than High School,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty,At or Above Poverty Level,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3712460,,Chimney Rock Village village,161,Rutherford,174, ,51.8,3.36, ,0,13,11,0,1,0,33,25,32,43,12,4,,148,0,3,0,0,8,15, ,164,10, ,149,4,60,45,21,16,2,1, ,149,4,105,40, ,83,8,2,3,1,6,9,2,7,1,7,7,1,7,16,4,2, ,"$56,250 ", ,"$56,250 ","$51,875 ",, ,"$40,922 ", ,83,53,30, ,53,48,5, ,53,0,0,3,6,29,10,0,3,2, ,24,0,24, ,91,15,76, ,59,2,57,64,0.13740216,0.741240739,2.095218948,2.836459687
,,,,,, ,,, ,0.00%,7.50%,6.30%,0.00%,0.60%,0.00%,19.00%,14.40%,18.40%,24.70%,6.90%,2.30%,,85.10%,0.00%,1.70%,0.00%,0.00%,4.60%,8.60%, ,94.30%,5.80%, ,,2.70%,40.30%,30.20%,14.10%,10.70%,1.30%,0.70%, ,,2.70%,70.50%,26.90%, ,,9.60%,2.40%,3.60%,1.20%,7.20%,10.80%,2.40%,8.40%,1.20%,8.40%,8.40%,1.20%,8.40%,19.30%,4.80%,2.40%, ,, ,,,, ,, ,,63.90%,36.10%, ,,90.60%,9.40%, ,,0.00%,0.00%,5.70%,11.30%,54.70%,18.90%,0.00%,5.70%,3.80%, ,,0.00%,100.00%, ,,16.50%,83.50%, ,,3.40%,96.60%,,,,,
3712480,,China Grove town,159,Rowan,"4,225", ,"1,182.10",3.57, ,228,162,135,155,331,825,145,841,645,343,288,127,,"3,674",106,0,49,0,255,141, ,"3,737",488, ,"3,214",762,997,972,393,32,15,43, ,"3,214",762,"1,969",483, ,"2,011",48,278,304,149,66,51,174,32,13,106,190,397,120,24,24,35, ,"$38,710 ", ,"$38,710 ","$61,394 ","$16,740 ", ,"$28,829 ", ,"2,011","1,242",769, ,"1,242","1,086",156, ,"1,242",91,49,283,421,305,60,13,0,20, ,680,225,455, ,"2,776",621,"2,155", ,741,18,723,68,0.58349524,0.235005376,2.998687694,3.23369307
,,,,,, ,,, ,5.40%,3.80%,3.20%,3.70%,7.80%,19.50%,3.40%,19.90%,15.30%,8.10%,6.80%,3.00%,,87.00%,2.50%,0.00%,1.20%,0.00%,6.00%,3.30%, ,88.50%,11.60%, ,,23.70%,31.00%,30.20%,12.20%,1.00%,0.50%,1.30%, ,,23.70%,61.30%,15.00%, ,,2.40%,13.80%,15.10%,7.40%,3.30%,2.50%,8.70%,1.60%,0.70%,5.30%,9.50%,19.70%,6.00%,1.20%,1.20%,1.70%, ,, ,,,, ,, ,,61.80%,38.20%, ,,87.40%,12.60%, ,,7.30%,4.00%,22.80%,33.90%,24.60%,4.80%,1.10%,0.00%,1.60%, ,,33.10%,66.90%, ,,22.40%,77.60%, ,,2.40%,97.60%,,,,,
3712520,,Chinquapin CDP,61,Duplin,9, ,6.5,1.39, ,0,0,0,4,0,0,0,0,5,0,0,0,,4,5,0,0,0,0,0, ,9,0, ,5,5,0,0,0,0,0,0, ,5,5,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,, ,,,, ,, ,0,0,0, ,0,0,0, ,0,0,0,0,0,0,0,0,0,0, ,4,4,0, ,5,5,0, ,0,0,0,N/A,0.7405978,0,51.00066217,51.00066217
,,,,,, ,,, ,0.00%,0.00%,0.00%,44.40%,0.00%,0.00%,0.00%,0.00%,55.60%,0.00%,0.00%,0.00%,,44.40%,55.60%,0.00%,0.00%,0.00%,0.00%,0.00%, ,100.00%,0.00%, ,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%, ,,100.00%,0.00%,0.00%, ,,,,,,,,,,,,,,,,,, ,, ,,,, ,, ,,,, ,,,, ,,,,,,,,,,, ,,100.00%,0.00%, ,,100.00%,0.00%, ,,,,,,,,
3712580,,Chocowinity town,13,Beaufort,"1,331", ,"1,321.50",1.01, ,122,128,103,61,59,275,181,95,108,110,45,44,,439,717,0,0,0,163,12, ,"1,168",163, ,858,87,376,328,52,15,0,0, ,858,87,704,67, ,609,36,144,52,19,79,67,13,10,37,29,22,78,10,10,3,0, ,"$26,996 ", ,"$26,996 ",,"$27,127 ", ,"$18,460 ", ,609,191,418, ,191,142,49, ,191,3,36,86,37,26,3,0,0,0, ,401,110,291, ,718,168,550, ,199,79,120,56,0.79449999,0.53185886,0.742030296,1.273889157
,,,,,, ,,, ,9.20%,9.60%,7.70%,4.60%,4.40%,20.70%,13.60%,7.10%,8.10%,8.30%,3.40%,3.30%,,33.00%,53.90%,0.00%,0.00%,0.00%,12.30%,0.90%, ,87.80%,12.30%, ,,10.10%,43.80%,38.20%,6.10%,1.80%,0.00%,0.00%, ,,10.10%,82.10%,7.80%, ,,5.90%,23.70%,8.50%,3.10%,13.00%,11.00%,2.10%,1.60%,6.10%,4.80%,3.60%,12.80%,1.60%,1.60%,0.50%,0.00%, ,, ,,,, ,, ,,31.40%,68.60%, ,,74.40%,25.70%, ,,1.60%,18.90%,45.00%,19.40%,13.60%,1.60%,0.00%,0.00%,0.00%, ,,27.40%,72.60%, ,,23.40%,76.60%, ,,39.70%,60.30%,,,,,
3712590,,Chowan Beach CDP,41,Chowan,360, ,"2,273.10",0.16, ,0,0,15,0,63,7,27,111,56,60,21,0,,360,0,0,0,0,0,0, ,360,0, ,282,81,39,127,22,0,0,13, ,282,81,166,35, ,193,27,36,68,13,0,0,17,0,0,0,0,13,19,0,0,0, ,"$16,232 ", ,"$16,232 ",,, ,"$16,281 ", ,193,106,87, ,106,106,0, ,106,19,17,43,0,0,27,0,0,0, ,15,15,0, ,264,133,131, ,81,14,67,N/A,0.447371,0.132315543,19.46680454,19.59912008
,,,,,, ,,, ,0.00%,0.00%,4.20%,0.00%,17.50%,1.90%,7.50%,30.80%,15.60%,16.70%,5.80%,0.00%,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%, ,100.00%,0.00%, ,,28.70%,13.80%,45.00%,7.80%,0.00%,0.00%,4.60%, ,,28.70%,58.90%,12.40%, ,,14.00%,18.70%,35.20%,6.70%,0.00%,0.00%,8.80%,0.00%,0.00%,0.00%,0.00%,6.70%,9.80%,0.00%,0.00%,0.00%, ,, ,,,, ,, ,,54.90%,45.10%, ,,100.00%,0.00%, ,,17.90%,16.00%,40.60%,0.00%,0.00%,25.50%,0.00%,0.00%,0.00%, ,,100.00%,0.00%, ,,50.40%,49.60%, ,,17.30%,82.70%,,,,,
3712720,,Claremont city,35,Catawba,"1,924", ,675.4,2.85, ,118,200,71,137,91,173,234,367,210,199,89,35,,"1,613",50,0,58,0,10,193, ,"1,722",202, ,"1,307",109,472,456,166,62,25,17, ,"1,307",109,928,270, ,817,32,40,31,13,61,17,93,65,33,61,60,132,84,42,25,28, ,"$54,830 ", ,"$54,830 ","$70,000 ","$39,409 ", ,"$29,580 ", ,817,532,285, ,532,498,34, ,532,1,3,150,80,224,72,2,0,0, ,513,6,507, ,"1,075",86,989, ,323,46,277,71,0.51611556,1.996986655,3.367019806,5.364006461
,,,,,, ,,, ,6.10%,10.40%,3.70%,7.10%,4.70%,9.00%,12.20%,19.10%,10.90%,10.30%,4.60%,1.80%,,83.80%,2.60%,0.00%,3.00%,0.00%,0.50%,10.00%, ,89.50%,10.50%, ,,8.30%,36.10%,34.90%,12.70%,4.70%,1.90%,1.30%, ,,8.30%,71.00%,20.70%, ,,3.90%,4.90%,3.80%,1.60%,7.50%,2.10%,11.40%,8.00%,4.00%,7.50%,7.30%,16.20%,10.30%,5.10%,3.10%,3.40%, ,, ,,,, ,, ,,65.10%,34.90%, ,,93.60%,6.40%, ,,0.20%,0.60%,28.20%,15.00%,42.10%,13.50%,0.40%,0.00%,0.00%, ,,1.20%,98.80%, ,,8.00%,92.00%, ,,14.20%,85.80%,,,,,
3712780,,Clarkton town,17,Bladen,972, ,780.3,1.25, ,89,91,141,31,97,87,106,106,75,83,44,22,,363,585,0,0,0,24,0, ,933,39, ,523,68,173,219,40,5,0,18, ,523,68,392,63, ,337,78,48,68,17,0,6,2,8,22,28,14,34,3,9,0,0, ,"$17,875 ", ,"$17,875 ","$19,583 ","$15,529 ", ,"$12,668 ", ,337,156,181, ,156,106,50, ,156,6,10,62,33,44,1,0,0,0, ,352,215,137, ,471,191,280, ,144,21,123,46,0.87410001,0,0.309479038,0.309479038
,,,,,, ,,, ,9.20%,9.40%,14.50%,3.20%,10.00%,9.00%,10.90%,10.90%,7.70%,8.50%,4.50%,2.30%,,37.40%,60.20%,0.00%,0.00%,0.00%,2.50%,0.00%, ,96.00%,4.00%, ,,13.00%,33.10%,41.90%,7.70%,1.00%,0.00%,3.40%, ,,13.00%,75.00%,12.10%, ,,23.20%,14.20%,20.20%,5.00%,0.00%,1.80%,0.60%,2.40%,6.50%,8.30%,4.20%,10.10%,0.90%,2.70%,0.00%,0.00%, ,, ,,,, ,, ,,46.30%,53.70%, ,,68.00%,32.10%, ,,3.90%,6.40%,39.70%,21.20%,28.20%,0.60%,0.00%,0.00%,0.00%, ,,61.10%,38.90%, ,,40.60%,59.50%, ,,14.60%,85.40%,,,,,
3712860,,Clayton town,101,Johnston,"23,179", ,"1,520.60",15.24, ,"1,791","1,353","1,426","1,001","1,909","4,326","2,949","3,106","2,405","1,568","1,161",184,,"15,401","5,422",228,157,0,"1,297",674, ,"19,456","3,723", ,"15,699",993,"3,763","6,125","2,825","1,422",174,397, ,"15,699",993,"9,888","4,818", ,"8,337",239,578,275,318,487,247,236,253,442,895,"1,059","1,260",861,317,381,489, ,"$61,954 ", ,"$61,954 ","$67,926 ","$41,673 ", ,"$31,035 ", ,"8,337","5,342","2,995", ,"5,342","3,401","1,941", ,"5,342",160,151,289,876,"2,923",892,39,12,0, ,"5,543",648,"4,895", ,"14,675","1,172","13,503", ,"2,842",275,"2,567",N/A,0.46135817,1.091485986,6.628221548,7.719707534
,,,,,, ,,, ,7.70%,5.80%,6.20%,4.30%,8.20%,18.70%,12.70%,13.40%,10.40%,6.80%,5.00%,0.80%,,66.40%,23.40%,1.00%,0.70%,0.00%,5.60%,2.90%, ,83.90%,16.10%, ,,6.30%,24.00%,39.00%,18.00%,9.10%,1.10%,2.50%, ,,6.30%,63.00%,30.70%, ,,2.90%,6.90%,3.30%,3.80%,5.80%,3.00%,2.80%,3.00%,5.30%,10.70%,12.70%,15.10%,10.30%,3.80%,4.60%,5.90%, ,, ,,,, ,, ,,64.10%,35.90%, ,,63.70%,36.30%, ,,3.00%,2.80%,5.40%,16.40%,54.70%,16.70%,0.70%,0.20%,0.00%, ,,11.70%,88.30%, ,,8.00%,92.00%, ,,9.70%,90.30%,,,,,
3712960,,Clemmons village,67,Forsyth,"20,574", ,"1,730.50",11.89, ,"1,137","1,708","1,347",716,"1,480","2,253","2,580","2,835","2,556","2,072","1,457",433,,"16,944","1,318",71,"1,033",0,151,"1,057", ,"18,758","1,816", ,"14,186",798,"2,151","4,208","4,475","1,824",345,385, ,"14,186",798,"6,359","7,029", ,"7,922",163,190,285,214,405,324,366,465,248,586,730,998,886,600,637,825, ,"$74,679 ", ,"$74,679 ","$94,187 ","$41,543 ", ,"$38,162 ", ,"7,922","5,812","2,110", ,"5,812","5,035",777, ,"5,812",120,67,297,541,"3,178","1,422",140,30,17, ,"4,891",271,"4,620", ,"11,678",495,"11,183", ,"3,866",189,"3,677",85,0.29766943,0.501553301,8.432413046,8.933966347
,,,,,, ,,, ,5.50%,8.30%,6.60%,3.50%,7.20%,11.00%,12.50%,13.80%,12.40%,10.10%,7.10%,2.10%,,82.40%,6.40%,0.40%,5.00%,0.00%,0.70%,5.10%, ,91.20%,8.80%, ,,5.60%,15.20%,29.70%,31.60%,12.90%,2.40%,2.70%, ,,5.60%,44.80%,49.60%, ,,2.10%,2.40%,3.60%,2.70%,5.10%,4.10%,4.60%,5.90%,3.10%,7.40%,9.20%,12.60%,11.20%,7.60%,8.00%,10.40%, ,, ,,,, ,, ,,73.40%,26.60%, ,,86.60%,13.40%, ,,2.10%,1.20%,5.10%,9.30%,54.70%,24.50%,2.40%,0.50%,0.30%, ,,5.50%,94.50%, ,,4.20%,95.80%, ,,4.90%,95.10%,,,,,
3713000,,Cleveland town,159,Rowan,"1,147", ,747.3,1.53, ,84,65,82,63,75,200,127,118,140,116,70,7,,679,465,0,0,0,0,3, ,"1,047",100, ,778,94,266,242,134,23,0,19, ,778,94,508,176, ,425,33,26,15,29,0,8,74,14,16,43,47,85,21,5,7,2, ,"$48,750 ", ,"$48,750 ","$57,188 ","$20,556 ", ,"$21,376 ", ,425,315,110, ,315,180,135, ,315,16,27,18,129,125,0,0,0,0, ,294,137,157, ,660,86,574, ,193,15,178,7,0.49041797,0,0.705171804,0.705171804
,,,,,, ,,, ,7.30%,5.70%,7.20%,5.50%,6.50%,17.40%,11.10%,10.30%,12.20%,10.10%,6.10%,0.60%,,59.20%,40.50%,0.00%,0.00%,0.00%,0.00%,0.30%, ,91.30%,8.70%, ,,12.10%,34.20%,31.10%,17.20%,3.00%,0.00%,2.40%, ,,12.10%,65.30%,22.60%, ,,7.80%,6.10%,3.50%,6.80%,0.00%,1.90%,17.40%,3.30%,3.80%,10.10%,11.10%,20.00%,4.90%,1.20%,1.70%,0.50%, ,, ,,,, ,, ,,74.10%,25.90%, ,,57.10%,42.90%, ,,5.10%,8.60%,5.70%,41.00%,39.70%,0.00%,0.00%,0.00%,0.00%, ,,46.60%,53.40%, ,,13.00%,87.00%, ,,7.80%,92.20%,,,,,
3713100,,Cliffside CDP,161,Rutherford,707, ,303.8,2.33, ,0,24,19,0,163,147,36,175,80,63,0,0,,645,62,0,0,0,0,0, ,707,0, ,501,19,313,86,83,0,0,0, ,501,19,399,83, ,278,0,0,62,0,0,49,0,0,22,38,18,89,0,0,0,0, ,"$52,895 ", ,"$52,895 ","$53,500 ",, ,"$19,450 ", ,278,238,40, ,238,176,62, ,238,0,62,87,65,24,0,0,0,0, ,43,0,43, ,601,0,601, ,63,0,63,N/A,0.72979124,0,8.063162777,8.063162777
,,,,,, ,,, ,0.00%,3.40%,2.70%,0.00%,23.10%,20.80%,5.10%,24.80%,11.30%,8.90%,0.00%,0.00%,,91.20%,8.80%,0.00%,0.00%,0.00%,0.00%,0.00%, ,100.00%,0.00%, ,,3.80%,62.50%,17.20%,16.60%,0.00%,0.00%,0.00%, ,,3.80%,79.60%,16.60%, ,,0.00%,0.00%,22.30%,0.00%,0.00%,17.60%,0.00%,0.00%,7.90%,13.70%,6.50%,32.00%,0.00%,0.00%,0.00%,0.00%, ,, ,,,, ,, ,,85.60%,14.40%, ,,74.00%,26.10%, ,,0.00%,26.10%,36.60%,27.30%,10.10%,0.00%,0.00%,0.00%,0.00%, ,,0.00%,100.00%, ,,0.00%,100.00%, ,,0.00%,100.00%,,,,,
3713240,,Clinton city,163,Sampson,"8,480", ,"1,111.40",7.63, ,574,508,503,325,613,896,953,922,"1,148",970,675,393,,"3,752","3,327",134,185,0,513,569, ,"6,998","1,482", ,"5,957","1,200","1,802","1,600",851,381,80,43, ,"5,957","1,200","3,402","1,355", ,"3,125",419,292,246,299,163,190,185,114,105,214,194,258,170,82,65,129, ,"$33,679 ", ,"$33,679 ","$52,895 ","$21,225 ", ,"$24,456 ", ,"3,125","1,630","1,495", ,"1,630",922,708, ,"1,630",12,80,491,304,546,163,22,12,0, ,"1,906",889,"1,017", ,"4,112",945,"3,167", ,"1,780",277,"1,503",76,0.93633341,0,6.020771467,6.020771467
,,,,,, ,,, ,6.80%,6.00%,5.90%,3.80%,7.20%,10.60%,11.20%,10.90%,13.50%,11.40%,8.00%,4.60%,,44.30%,39.20%,1.60%,2.20%,0.00%,6.10%,6.70%, ,82.50%,17.50%, ,,20.10%,30.30%,26.90%,14.30%,6.40%,1.30%,0.70%, ,,20.10%,57.10%,22.80%, ,,13.40%,9.30%,7.90%,9.60%,5.20%,6.10%,5.90%,3.70%,3.40%,6.90%,6.20%,8.30%,5.40%,2.60%,2.10%,4.10%, ,, ,,,, ,, ,,52.20%,47.80%, ,,56.60%,43.40%, ,,0.70%,4.90%,30.10%,18.70%,33.50%,10.00%,1.40%,0.70%,0.00%, ,,46.60%,53.40%, ,,23.00%,77.00%, ,,15.60%,84.40%,,,,,
3713280,,Clyde town,87,Haywood,"1,483", ,"1,709.10",0.87, ,68,33,33,53,147,206,267,237,185,121,117,16,,"1,258",1,0,0,0,17,207, ,"1,174",309, ,"1,149",72,401,435,150,41,7,43, ,"1,149",72,836,241, ,577,48,13,22,26,23,24,26,9,18,95,110,84,50,0,18,11, ,"$57,721 ", ,"$57,721 ","$68,958 ","$25,000 ", ,"$28,948 ", ,577,459,118, ,459,401,58, ,459,60,0,30,97,231,25,16,0,0, ,187,14,173, ,"1,042",71,971, ,254,15,239,68,0.5632,4.863216164,32.50692408,37.37014024
,,,,,, ,,, ,4.60%,2.20%,2.20%,3.60%,9.90%,13.90%,18.00%,16.00%,12.50%,8.20%,7.90%,1.10%,,84.80%,0.10%,0.00%,0.00%,0.00%,1.20%,14.00%, ,79.20%,20.80%, ,,6.30%,34.90%,37.90%,13.10%,3.60%,0.60%,3.70%, ,,6.30%,72.80%,21.00%, ,,8.30%,2.30%,3.80%,4.50%,4.00%,4.20%,4.50%,1.60%,3.10%,16.50%,19.10%,14.60%,8.70%,0.00%,3.10%,1.90%, ,, ,,,, ,, ,,79.60%,20.50%, ,,87.40%,12.60%, ,,13.10%,0.00%,6.50%,21.10%,50.30%,5.50%,3.50%,0.00%,0.00%, ,,7.50%,92.50%, ,,6.80%,93.20%, ,,5.90%,94.10%,,,,,
3713360,,Coats town,85,Harnett,"2,463", ,"1,743.50",1.41, ,172,188,113,42,181,529,198,255,340,287,134,24,,"1,776",415,5,9,0,140,118, ,"2,263",200, ,"1,767",359,539,615,197,54,3,0, ,"1,767",359,"1,154",254, ,"1,093",149,66,46,62,61,132,35,64,59,131,96,126,53,4,9,0, ,"$39,659 ", ,"$39,659 ","$49,271 ","$33,365 ", ,"$20,595 ", ,"1,093",555,538, ,555,388,167, ,555,0,16,276,169,89,5,0,0,0, ,515,125,390, ,"1,503",283,"1,220", ,445,87,358,67,0.71885601,N/A,N/A,N/A
,,,,,, ,,, ,7.00%,7.60%,4.60%,1.70%,7.40%,21.50%,8.00%,10.40%,13.80%,11.70%,5.40%,1.00%,,72.10%,16.90%,0.20%,0.40%,0.00%,5.70%,4.80%, ,91.90%,8.10%, ,,20.30%,30.50%,34.80%,11.20%,3.10%,0.20%,0.00%, ,,20.30%,65.30%,14.40%, ,,13.60%,6.00%,4.20%,5.70%,5.60%,12.10%,3.20%,5.90%,5.40%,12.00%,8.80%,11.50%,4.90%,0.40%,0.80%,0.00%, ,, ,,,, ,, ,,50.80%,49.20%, ,,69.90%,30.10%, ,,0.00%,2.90%,49.70%,30.50%,16.00%,0.90%,0.00%,0.00%,0.00%, ,,24.30%,75.70%, ,,18.80%,81.20%, ,,19.60%,80.50%,,,,,
3713460,,Cofield village,91,Hertford,421, ,134,3.14, ,14,13,54,16,36,32,69,49,69,45,10,14,,59,332,18,2,0,9,1, ,406,15, ,288,54,82,68,44,38,2,0, ,288,54,150,84, ,168,2,9,16,15,2,9,6,10,4,26,20,23,11,5,10,0, ,"$54,091 ", ,"$54,091 ","$62,500 ","$39,583 ", ,"$22,672 ", ,168,114,54, ,114,22,92, ,114,7,17,51,11,22,4,0,2,0, ,97,29,68, ,255,29,226, ,69,34,35,47,0.9005,3.388502754,0.854756619,4.243259373
,,,,,, ,,, ,3.30%,3.10%,12.80%,3.80%,8.60%,7.60%,16.40%,11.60%,16.40%,10.70%,2.40%,3.30%,,14.00%,78.90%,4.30%,0.50%,0.00%,2.10%,0.20%, ,96.40%,3.60%, ,,18.80%,28.50%,23.60%,15.30%,13.20%,0.70%,0.00%, ,,18.80%,52.10%,29.20%, ,,1.20%,5.40%,9.50%,8.90%,1.20%,5.40%,3.60%,6.00%,2.40%,15.50%,11.90%,13.70%,6.60%,3.00%,6.00%,0.00%, ,, ,,,, ,, ,,67.90%,32.10%, ,,19.30%,80.70%, ,,6.10%,14.90%,44.70%,9.70%,19.30%,3.50%,0.00%,1.80%,0.00%, ,,29.90%,70.10%, ,,11.40%,88.60%, ,,49.30%,50.70%,,,,,
3713500,,Coinjock CDP,53,Currituck,379, ,451.4,0.84, ,14,12,26,12,20,80,121,17,24,23,30,0,,284,56,0,8,0,0,31, ,334,45, ,295,47,55,107,86,0,0,0, ,295,47,162,86, ,109,6,0,0,0,10,0,10,0,0,59,15,0,0,0,0,9, ,"$54,875 ", ,"$54,875 ","$55,461 ",, ,"$18,642 ", ,109,99,10, ,99,85,14, ,99,0,6,0,30,63,0,0,0,0, ,64,0,64, ,262,0,262, ,53,12,41,N/A,0.42346435,3.572155767,71.02875984,74.60091561
,,,,,, ,,, ,3.70%,3.20%,6.90%,3.20%,5.30%,21.10%,31.90%,4.50%,6.30%,6.10%,7.90%,0.00%,,74.90%,14.80%,0.00%,2.10%,0.00%,0.00%,8.20%, ,88.10%,11.90%, ,,15.90%,18.60%,36.30%,29.20%,0.00%,0.00%,0.00%, ,,15.90%,54.90%,29.20%, ,,5.50%,0.00%,0.00%,0.00%,9.20%,0.00%,9.20%,0.00%,0.00%,54.10%,13.80%,0.00%,0.00%,0.00%,0.00%,8.30%, ,, ,,,, ,, ,,90.80%,9.20%, ,,85.90%,14.10%, ,,0.00%,6.10%,0.00%,30.30%,63.60%,0.00%,0.00%,0.00%,0.00%, ,,0.00%,100.00%, ,,0.00%,100.00%, ,,22.60%,77.40%,,,,,
3713560,,Colerain town,15,Bertie,270, ,"1,027.10",0.26, ,4,14,20,10,41,35,50,27,26,27,8,8,,216,52,0,1,1,0,0, ,267,3, ,181,7,70,73,22,7,0,2, ,181,7,143,31, ,114,1,2,8,2,1,0,4,0,13,10,26,10,9,4,1,23, ,"$64,722 ", ,"$64,722 ","$78,500 ","$50,278 ", ,"$35,040 ", ,114,76,38, ,76,71,5, ,76,0,2,29,17,26,2,0,0,0, ,31,5,26, ,179,24,155, ,43,0,43,45,0.6164,N/A,N/A,N/A
,,,,,, ,,, ,1.50%,5.20%,7.40%,3.70%,15.20%,13.00%,18.50%,10.00%,9.60%,10.00%,3.00%,3.00%,,80.00%,19.30%,0.00%,0.40%,0.40%,0.00%,0.00%, ,98.90%,1.10%, ,,3.90%,38.70%,40.30%,12.20%,3.90%,0.00%,1.10%, ,,3.90%,79.00%,17.10%, ,,0.90%,1.80%,7.00%,1.80%,0.90%,0.00%,3.50%,0.00%,11.40%,8.80%,22.80%,8.80%,7.90%,3.50%,0.90%,20.20%, ,, ,,,, ,, ,,66.70%,33.30%, ,,93.40%,6.60%, ,,0.00%,2.60%,38.20%,22.40%,34.20%,2.60%,0.00%,0.00%,0.00%, ,,16.10%,83.90%, ,,13.40%,86.60%, ,,0.00%,100.00%,,,,,
3713940,,Columbia town,177,Tyrrell,678, ,558.1,1.21, ,20,80,59,21,32,86,69,20,68,134,44,45,,315,300,0,0,0,57,6, ,563,115, ,466,128,160,144,19,15,0,0, ,466,128,304,34, ,342,79,58,52,18,6,14,6,11,0,86,5,5,0,0,0,2, ,"$17,024 ", ,"$17,024 ",,"$13,472 ", ,"$14,658 ", ,342,166,176, ,166,118,48, ,166,13,13,72,60,8,0,0,0,0, ,180,127,53, ,275,117,158, ,223,49,174,61,0.78570001,0,100.0000001,100.0000001
,,,,,, ,,, ,3.00%,11.80%,8.70%,3.10%,4.70%,12.70%,10.20%,3.00%,10.00%,19.80%,6.50%,6.60%,,46.50%,44.30%,0.00%,0.00%,0.00%,8.40%,0.90%, ,83.00%,17.00%, ,,27.50%,34.30%,30.90%,4.10%,3.20%,0.00%,0.00%, ,,27.50%,65.20%,7.30%, ,,23.10%,17.00%,15.20%,5.30%,1.80%,4.10%,1.80%,3.20%,0.00%,25.20%,1.50%,1.50%,0.00%,0.00%,0.00%,0.60%, ,, ,,,, ,, ,,48.50%,51.50%, ,,71.10%,28.90%, ,,7.80%,7.80%,43.40%,36.10%,4.80%,0.00%,0.00%,0.00%,0.00%, ,,70.60%,29.40%, ,,42.60%,57.50%, ,,22.00%,78.00%,,,,,
3713980,,Columbus town,149,Polk,"1,240", ,330.1,3.76, ,48,91,114,37,57,138,83,171,158,184,111,48,,"1,041",30,66,7,0,2,94, ,"1,029",211, ,893,137,199,364,145,38,0,10, ,893,137,563,193, ,542,31,47,64,11,63,36,13,18,21,94,63,31,26,11,0,13, ,"$43,125 ", ,"$43,125 ","$56,659 ","$25,321 ", ,"$23,912 ", ,542,303,239, ,303,293,10, ,303,3,14,3,83,169,31,0,0,0, ,290,161,129, ,591,112,479, ,342,49,293,56,0.55734418,0,0.729212145,0.729212145
